Tokenizer,Vocabulary Size,average compression,average code compression,average english compression,average multilingual compression,ar Compression,arxiv_test Compression,arxiv_train Compression,arz Compression,b3g_test Compression,b3g_train Compression,bg Compression,c Compression,c# Compression,c++ Compression,c4_train Compression,ca Compression,ccnet_test Compression,ccnet_train Compression,cs Compression,da Compression,dart Compression,de Compression,deduped_code_test Compression,deduped_code_train Compression,elixir Compression,en Compression,es Compression,fa Compression,fi Compression,fr Compression,go Compression,haskell Compression,hr Compression,hu Compression,id Compression,it Compression,ja Compression,java Compression,javascript Compression,ko Compression,kotlin Compression,lua Compression,markdown Compression,math_train Compression,mmlu Compression,nb Compression,nl Compression,perl Compression,php Compression,pl Compression,pt Compression,python Compression,ro Compression,ru Compression,ruby Compression,rust Compression,scala Compression,shell Compression,sl Compression,sr Compression,stack_exchange_test Compression,stack_exchange_train Compression,sv Compression,swift Compression,typescript Compression,uk Compression,vi Compression,wikipedia_test Compression,wikipedia_train Compression,zh Compression,average code renyi,average english renyi,average multilingual renyi,average renyi,cp,mp,msl,mt,nc,nrn,rsc,sp,u64,vs,ar Token Count,arxiv_test Token Count,arxiv_train Token Count,arz Token Count,b3g_test Token Count,b3g_train Token Count,bg Token Count,c Token Count,c# Token Count,c++ Token Count,c4_train Token Count,ca Token Count,ccnet_test Token Count,ccnet_train Token Count,cs Token Count,da Token Count,dart Token Count,de Token Count,deduped_code_test Token Count,deduped_code_train Token Count,elixir Token Count,en Token Count,es Token Count,fa Token Count,fi Token Count,fr Token Count,go Token Count,haskell Token Count,hr Token Count,hu Token Count,id Token Count,it Token Count,ja Token Count,java Token Count,javascript Token Count,ko Token Count,kotlin Token Count,lua Token Count,markdown Token Count,math_train Token Count,mmlu Token Count,nb Token Count,nl Token Count,perl Token Count,php Token Count,pl Token Count,pt Token Count,python Token Count,ro Token Count,ru Token Count,ruby Token Count,rust Token Count,scala Token Count,shell Token Count,sl Token Count,sr Token Count,stack_exchange_test Token Count,stack_exchange_train Token Count,sv Token Count,swift Token Count,typescript Token Count,uk Token Count,vi Token Count,wikipedia_test Token Count,wikipedia_train Token Count,zh Token Count,average c/e compression
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_196000,196000.0,0.7958631387,0.7213305804,0.8465833372,0.8196754984,0.6796733058,0.8032887091,0.807803985,0.6791546645,0.882502357,0.8555755047,1.000501097,0.6789583602,0.6948969028,0.6930563298,0.8414592471,0.8710913598,0.8309953537,0.8363914754,0.910899538,0.8693405303,0.7108868144,0.7999526975,0.6857408196,0.7018603778,0.7527142634,0.8167345132,0.8045016366,0.6350067428,0.8340340606,0.8708182549,0.6810629684,0.7925895355,0.8943673128,0.873961263,0.7027920506,0.9060039069,0.6986586885,0.6874944818,0.7188898705,0.5368569819,0.6993519948,0.7285378836,0.7008105149,0.8305213991,0.856101125,0.8641647583,0.9020815057,0.7535879061,0.7140006599,0.8419576331,0.7794499423,0.7116727573,0.8673659887,0.936915308,0.7582420811,0.723819139,0.7291522354,0.7335788647,0.89450205,0.9921127302,0.7834028583,0.7825658714,0.8679019933,0.7321786448,0.7259774621,0.9681346931,0.6613725242,0.8578208314,0.8449752506,0.6270162352,0.4678965573,0.4375780616,0.5186316321,0.4922009244,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,196000.0,718257.0,3724326.0,2837153.0,1422429.0,6592530.0,5844195.0,549071.0,1403466.0,716889.0,1801523.0,507235.0,276183.0,1085078.0,1007288.0,1094137.0,378164.0,797915.0,395727.0,1386714.0,1076571.0,756593.0,684359.0,393991.0,436503.0,634795.0,419427.0,1185764.0,1119631.0,423423.0,137038.0,201747.0,903015.0,1271774.0,809819.0,786853.0,391642.0,545447.0,1565574.0,907708.0,4013493.0,60344.0,376972.0,509004.0,1455494.0,820139.0,213118.0,220377.0,1128750.0,255997.0,392590.0,542043.0,1729264.0,855779.0,474649.0,609562.0,412580.0,798897.0,807230.0,299388.0,742733.0,562218.0,401074.0,151701.0,741810.0,834070.0,607079.0,0.7526437695999999
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_194000,194000.0,0.79657615,0.7215912259,0.8470550843,0.8210821399,0.6812318314,0.8034767882,0.8080018678,0.6829834259,0.8830996581,0.8560337288,1.001357517,0.6791775092,0.6952061168,0.6932786897,0.8418175725,0.871873561,0.8314004826,0.8367418789,0.9129300735,0.8700071954,0.7111924036,0.8107898312,0.6859049962,0.7021087672,0.7529052791,0.817264396,0.8050713348,0.6368935655,0.8345017961,0.8712999354,0.6812674428,0.7927948272,0.8958374258,0.8740186606,0.7060247679,0.907797825,0.6992618832,0.6878748107,0.7190954365,0.5376054305,0.6995866306,0.7288445484,0.7013077254,0.8309021545,0.8564558004,0.8659321867,0.902519251,0.753870082,0.7141625887,0.8422420809,0.7796020288,0.7118675806,0.8686467238,0.9377672878,0.758432326,0.7239857301,0.7296847562,0.7337859642,0.8950053855,0.9927090848,0.7835911345,0.7827675162,0.8691659226,0.7325394439,0.7262421733,0.9687357432,0.661904409,0.8588465484,0.8459012009,0.6276658924,0.468028927,0.4377830487,0.5188494725,0.4923854196,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,194000.0,719904.0,3725198.0,2837848.0,1430448.0,6596992.0,5847325.0,549541.0,1403919.0,717208.0,1802101.0,507451.0,276431.0,1085607.0,1007710.0,1096576.0,378454.0,798258.0,401088.0,1387046.0,1076952.0,756785.0,684803.0,394270.0,437800.0,635151.0,419659.0,1186120.0,1119921.0,424119.0,137047.0,202675.0,904803.0,1272872.0,810267.0,787078.0,392188.0,545630.0,1566233.0,908352.0,4015333.0,60369.0,377743.0,509251.0,1456039.0,820325.0,213190.0,220420.0,1129059.0,256375.0,392947.0,542179.0,1729662.0,856404.0,474783.0,609905.0,412828.0,799089.0,807438.0,299824.0,743099.0,562423.0,401323.0,151823.0,742697.0,834984.0,607708.0,0.7529571905
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_192000,192000.0,0.7971238014,0.7218740487,0.8475478602,0.8219494952,0.6812431868,0.8037888873,0.8082051603,0.6844191517,0.8836636271,0.8565222573,1.002430776,0.6796085506,0.6954009507,0.6935622179,0.8421476964,0.8722772777,0.831789529,0.8370947733,0.9134079445,0.8710692619,0.7113688078,0.8112850928,0.68615225,0.7024034443,0.7530276485,0.8179136219,0.8056001944,0.6370303128,0.8351508447,0.8718397499,0.6815580722,0.7931827578,0.8975673432,0.8752240101,0.7061780433,0.9085452909,0.7016422496,0.6881914684,0.7193256704,0.5381660816,0.6999520471,0.7291107279,0.7017485752,0.8312723565,0.8568246627,0.866768907,0.9037970421,0.7540937518,0.7144159289,0.8425146767,0.780355387,0.7121613919,0.8692227158,0.9384951697,0.7585596222,0.7241874811,0.7301891599,0.7340796128,0.8958726488,0.9934761699,0.783818635,0.7829914582,0.8709690511,0.732956433,0.7264513596,0.9705654457,0.6629333008,0.859817915,0.846878818,0.628488034,0.468164316,0.4379772973,0.5190685721,0.4925713705,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,192000.0,719916.0,3726645.0,2838562.0,1433455.0,6601205.0,5850662.0,550130.0,1404810.0,717409.0,1802838.0,507650.0,276559.0,1086115.0,1008135.0,1097150.0,378916.0,798456.0,401333.0,1387546.0,1077404.0,756908.0,685347.0,394529.0,437894.0,635645.0,419919.0,1186626.0,1120469.0,424938.0,137236.0,202719.0,905548.0,1277205.0,810640.0,787330.0,392597.0,545915.0,1566805.0,908923.0,4017122.0,60395.0,378108.0,509972.0,1456471.0,820616.0,213259.0,220633.0,1129525.0,256545.0,393252.0,542270.0,1730144.0,856996.0,474973.0,610496.0,413147.0,799321.0,807669.0,300446.0,743522.0,562585.0,402081.0,152059.0,743537.0,835949.0,608504.0,0.753292501575
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_190000,190000.0,0.7978417058,0.7221740028,0.8478451143,0.8235060002,0.6812431868,0.8040552607,0.8083916542,0.6844201067,0.8840562502,0.8569794566,1.003702651,0.6798209267,0.6957964344,0.6937991967,0.8424081459,0.8761472809,0.8320828454,0.837467596,0.9140839571,0.871735927,0.7116164865,0.8115397988,0.6863856577,0.7026400988,0.7532107052,0.8182322677,0.8076707104,0.6392357277,0.8356829595,0.8720639805,0.6819865495,0.7936060834,0.8989952116,0.8811806047,0.7064497588,0.9090629988,0.7027288788,0.6884631319,0.7195531635,0.5386910922,0.7003059241,0.7294406601,0.7022998303,0.8316036551,0.8570090939,0.8671723667,0.9045626534,0.7543976734,0.7146344457,0.8427596179,0.7917724787,0.7124343969,0.8711607594,0.9408005269,0.7588477873,0.724352398,0.7305206009,0.7344520827,0.8961940204,0.9961645746,0.7840186786,0.7832289725,0.8721807999,0.7333793369,0.7266799151,0.971345121,0.6635262215,0.8607118036,0.8476801601,0.6294000328,0.4683167332,0.4381342055,0.5191537537,0.4926939786,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,190000.0,719916.0,3727880.0,2839217.0,1433457.0,6604138.0,5853785.0,550828.0,1405249.0,717817.0,1803454.0,507807.0,277786.0,1086498.0,1008584.0,1097962.0,379206.0,798734.0,401459.0,1388018.0,1077767.0,757092.0,685614.0,395543.0,439410.0,636050.0,420027.0,1187372.0,1121067.0,425614.0,138170.0,202797.0,906064.0,1279183.0,810960.0,787579.0,392980.0,546191.0,1567514.0,909637.0,4018723.0,60408.0,378284.0,510404.0,1457058.0,820867.0,213321.0,223861.0,1129958.0,257117.0,394218.0,542476.0,1730538.0,857385.0,475214.0,610715.0,414265.0,799525.0,807914.0,300864.0,743951.0,562762.0,402404.0,152195.0,744310.0,836740.0,609387.0,0.753591780675
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_188000,188000.0,0.7985245127,0.7224555644,0.8481712421,0.8249467316,0.6873665743,0.8042105554,0.80863794,0.6913743291,0.8845737684,0.8574870167,1.00460827,0.6801092552,0.6961318202,0.6940357907,0.8427266574,0.8767150075,0.8323554842,0.8377822948,0.9149472885,0.8739979908,0.7118953477,0.8120532538,0.6865681311,0.7029282565,0.7533281003,0.818618939,0.8079912932,0.6393346513,0.8365658758,0.872674386,0.6822065318,0.7938262411,0.9010989939,0.8812890224,0.7065368471,0.9102659674,0.703675422,0.6887534722,0.7197459387,0.5391941703,0.7006239005,0.7296868296,0.7028387324,0.8319827551,0.857136777,0.8688824855,0.9056065077,0.7547632078,0.7149069388,0.8428623352,0.7923878982,0.7126651585,0.8719129371,0.9415761388,0.7590506219,0.7247772472,0.7308247768,0.7348137341,0.8978052811,0.9992064637,0.7842726554,0.7835004173,0.873195422,0.7337825249,0.7268710237,0.9721247963,0.6680516015,0.8619121353,0.8487732678,0.630154007,0.4684606223,0.4383040178,0.5189459885,0.4926689049,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,188000.0,726387.0,3728600.0,2840082.0,1448022.0,6608004.0,5857252.0,551325.0,1405845.0,718163.0,1804069.0,507999.0,277966.0,1086854.0,1008963.0,1098999.0,380190.0,799047.0,401713.0,1388387.0,1078209.0,757210.0,685938.0,395700.0,439478.0,636722.0,420321.0,1187755.0,1121378.0,426610.0,138187.0,202822.0,907263.0,1280906.0,811302.0,787790.0,393347.0,546439.0,1568043.0,910335.0,4020555.0,60417.0,379030.0,510993.0,1457764.0,821180.0,213347.0,224035.0,1130324.0,257339.0,394543.0,542621.0,1731553.0,857742.0,475448.0,611813.0,415530.0,799784.0,808194.0,301214.0,744360.0,562910.0,402727.0,153233.0,745348.0,837819.0,610117.0,0.753884483825
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_186000,186000.0,0.7990380907,0.7227630136,0.8485885767,0.8257626818,0.6873703594,0.8044035952,0.8088531909,0.6913786263,0.8852086853,0.8579720316,1.005249674,0.6803748463,0.6963557337,0.6942823871,0.8430501457,0.8771313404,0.8327506573,0.8381177522,0.9160012688,0.8749681035,0.7122490471,0.8124919141,0.6869568141,0.7033344156,0.7538295165,0.81896026,0.8104579434,0.6414440521,0.8369744874,0.8731394569,0.6824983099,0.7941278075,0.9017284389,0.8813209099,0.7067946284,0.9107395297,0.7042033546,0.689151629,0.7199268368,0.5402277422,0.7010495787,0.7300153658,0.7033969361,0.8323676492,0.8574347043,0.8691804955,0.9071589973,0.7550339931,0.7151402556,0.8431507336,0.7962890915,0.7129028556,0.8723805071,0.9427001795,0.7593206018,0.7249856953,0.73111106,0.7351645668,0.8985213969,0.9999254557,0.7845070202,0.7837330844,0.8746274887,0.7340585461,0.7271099094,0.9726051536,0.6682085511,0.8629378522,0.8496252637,0.6307478907,0.4686048024,0.4385007103,0.5190000573,0.4927762491,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,186000.0,726391.0,3729495.0,2840838.0,1448031.0,6612747.0,5860565.0,551677.0,1406394.0,718394.0,1804710.0,508194.0,278098.0,1087370.0,1009367.0,1100265.0,380612.0,799444.0,401930.0,1389173.0,1078832.0,757714.0,686224.0,396908.0,440928.0,637033.0,420545.0,1188263.0,1121804.0,426908.0,138192.0,202896.0,907735.0,1281867.0,811771.0,787988.0,394101.0,546771.0,1568749.0,911058.0,4022415.0,60438.0,379160.0,511869.0,1458287.0,821448.0,213420.0,225138.0,1130701.0,257477.0,395014.0,542814.0,1732051.0,858078.0,475675.0,612301.0,415829.0,800023.0,808434.0,301708.0,744640.0,563095.0,402926.0,153269.0,746235.0,838660.0,610692.0,0.754219404375
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_184000,184000.0,0.7996439539,0.7230591618,0.8491851275,0.8266875723,0.6878056489,0.8045744193,0.8090886572,0.6942558075,0.8860027664,0.8583952668,1.005856457,0.6806317296,0.6966077577,0.6945866894,0.8434399904,0.8779356198,0.833142767,0.8385536806,0.9165607275,0.8759726989,0.7125377086,0.8137795944,0.6871442326,0.703681248,0.7543408814,0.8197204748,0.8109214613,0.6439098689,0.8372359463,0.8735048697,0.6827343745,0.7945419305,0.9023409859,0.881333665,0.7068608155,0.911785982,0.7059063631,0.6895200725,0.7201369709,0.5411708423,0.7015329542,0.7302182579,0.7039590002,0.8327879287,0.8578745017,0.8702120685,0.9087345261,0.7553306662,0.7153735723,0.8440080277,0.796536674,0.7131216379,0.8728785707,0.9430963382,0.7594646844,0.7251481008,0.7314416489,0.7354566698,0.8990320697,1.001892464,0.7847315788,0.7839337597,0.8769234337,0.7344094872,0.7273901158,0.9734644862,0.6682521482,0.8642017852,0.8508419664,0.6317714364,0.4687596185,0.4387450487,0.5189837035,0.4928557326,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,184000.0,726851.0,3730287.0,2841665.0,1454057.0,6618679.0,5863456.0,552010.0,1406925.0,718654.0,1805501.0,508429.0,278353.0,1087882.0,1009892.0,1100937.0,381049.0,799768.0,402567.0,1389552.0,1079364.0,758228.0,686861.0,397135.0,442623.0,637232.0,420721.0,1188674.0,1122389.0,427198.0,138194.0,202915.0,908778.0,1284967.0,812205.0,788218.0,394789.0,547148.0,1569185.0,911786.0,4024446.0,60469.0,379610.0,512758.0,1458860.0,821716.0,213637.0,225208.0,1131048.0,257624.0,395180.0,542917.0,1732439.0,858466.0,475864.0,612649.0,416647.0,800252.0,808641.0,302500.0,744996.0,563312.0,403282.0,153279.0,747328.0,839861.0,611683.0,0.754590653225
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_182000,182000.0,0.8002390955,0.7234037324,0.8496592191,0.8276543349,0.6915169649,0.8047646553,0.8092740122,0.6966469332,0.8865597745,0.8589729513,1.006204491,0.6808847426,0.6970100267,0.694870987,0.8437667965,0.878724129,0.8335494277,0.8389630382,0.9174257239,0.8767083294,0.7128397341,0.814236448,0.6874181899,0.7041330428,0.7547438052,0.8203410584,0.8113359729,0.6441688161,0.8378784256,0.8738474443,0.6830399374,0.7949744589,0.9029598697,0.8813783075,0.7075505548,0.9129909572,0.7077939557,0.6901559348,0.7203918727,0.5431475143,0.7019676074,0.7305663387,0.7044407694,0.8331732367,0.858186616,0.8707370245,0.9100016836,0.7557526358,0.7155677128,0.8442964262,0.7969823226,0.7133202442,0.8732749887,0.9442800412,0.759797613,0.7253255747,0.7318293241,0.7358353219,0.9003806567,1.002698023,0.7849561375,0.7841509156,0.8779612472,0.7349368848,0.7276599921,0.9745917567,0.6691022919,0.8658137913,0.851879355,0.6331544108,0.4689176907,0.4389546261,0.5190390357,0.4929720544,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,182000.0,730773.0,3731169.0,2842316.0,1459065.0,6622840.0,5867402.0,552201.0,1407448.0,719069.0,1806240.0,508626.0,278603.0,1088413.0,1010385.0,1101976.0,381369.0,800107.0,402793.0,1390106.0,1080057.0,758633.0,687381.0,397338.0,442801.0,637721.0,420886.0,1189206.0,1123000.0,427491.0,138201.0,203113.0,909979.0,1288403.0,812954.0,788497.0,396231.0,547487.0,1569933.0,912410.0,4026308.0,60491.0,379839.0,513473.0,1459675.0,821939.0,213710.0,225334.0,1131363.0,257741.0,395676.0,543155.0,1732863.0,858921.0,476109.0,613568.0,416982.0,800481.0,808865.0,302858.0,745531.0,563521.0,403749.0,153474.0,748722.0,840885.0,613022.0,0.754967604075
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_180000,180000.0,0.8008830054,0.723684246,0.8501328877,0.8288318826,0.6915292666,0.8050758916,0.8095900552,0.6966512303,0.8870640401,0.859563958,1.006980736,0.6811459798,0.6973580136,0.6952064504,0.8442030909,0.8807364045,0.8339836585,0.839345825,0.9188077202,0.8779520047,0.7131070132,0.8165389094,0.687716378,0.7044870466,0.7548373233,0.8210702441,0.8116831008,0.6448496434,0.8387928747,0.8743083628,0.6833546902,0.7951500187,0.9047109095,0.8814038176,0.7077525996,0.9140143333,0.7114933297,0.6904666499,0.720660479,0.5436122104,0.7024099537,0.730885568,0.704974267,0.8335612348,0.8584136082,0.8711794547,0.9106201983,0.7559695747,0.7157871002,0.8445453181,0.7974067498,0.7135043492,0.8735223265,0.9450508801,0.7601053621,0.7254540759,0.7321735456,0.7361382435,0.9015619543,1.005708652,0.7851855992,0.784421391,0.8800716613,0.7352158633,0.7279311596,0.9779977068,0.6713126654,0.8670152794,0.853127463,0.6353295745,0.4690698104,0.4391614606,0.5190779057,0.4930766964,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,180000.0,730786.0,3732612.0,2843426.0,1459074.0,6626607.0,5871439.0,552627.0,1407988.0,719428.0,1807112.0,508889.0,279241.0,1088980.0,1010846.0,1103636.0,381910.0,800407.0,403932.0,1390709.0,1080600.0,758727.0,687992.0,397508.0,443269.0,638417.0,421108.0,1189754.0,1123248.0,428320.0,138205.0,203171.0,910999.0,1295137.0,813320.0,788791.0,396570.0,547832.0,1570619.0,913101.0,4028183.0,60507.0,380032.0,513822.0,1460094.0,822191.0,213773.0,225454.0,1131655.0,257814.0,395999.0,543375.0,1733170.0,859325.0,476305.0,614373.0,418234.0,800715.0,809144.0,303586.0,745814.0,563731.0,405160.0,153981.0,749761.0,842117.0,615128.0,0.7552964064250001
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_178000,178000.0,0.801646658,0.7240382424,0.8505568401,0.8303448916,0.6924405357,0.8052682844,0.8097523475,0.699043311,0.8876680344,0.8600062248,1.008351008,0.6815421896,0.6976148841,0.6955161386,0.8446344085,0.881288361,0.83438649,0.8397402364,0.9209914408,0.8804186657,0.7133342005,0.8169512905,0.6891232526,0.7048351829,0.7552541752,0.8215464226,0.8135535077,0.6465022498,0.8406125758,0.87547104,0.6836148782,0.7955591863,0.9051460291,0.8836933438,0.7081706234,0.9156045795,0.7136023135,0.6908087761,0.7208751812,0.5442098727,0.7028125529,0.7312145695,0.7055973243,0.8340638734,0.8586264134,0.8722477059,0.9113893541,0.7562486441,0.7160360875,0.8448455685,0.7977816605,0.7137388938,0.875206256,0.9495518156,0.7602676298,0.7256420141,0.7325007264,0.7364968039,0.9026243884,1.007019189,0.7854640912,0.7846259441,0.8806021638,0.7354731545,0.7281442198,0.9796680949,0.6766969085,0.8684168227,0.8546095914,0.6363180036,0.4692221531,0.4393632956,0.5192480352,0.4932478234,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,178000.0,731749.0,3733504.0,2843996.0,1464084.0,6631119.0,5874460.0,553379.0,1408807.0,719693.0,1807917.0,509149.0,279416.0,1089506.0,1011321.0,1106259.0,382983.0,800662.0,404136.0,1393554.0,1081134.0,759146.0,688391.0,398424.0,444405.0,639802.0,421668.0,1190207.0,1123826.0,428526.0,138564.0,203291.0,912584.0,1298976.0,813723.0,789026.0,397006.0,548146.0,1571326.0,913908.0,4030612.0,60522.0,380498.0,514256.0,1460633.0,822477.0,213849.0,225560.0,1132027.0,258311.0,397885.0,543491.0,1733619.0,859709.0,476537.0,615097.0,418779.0,800999.0,809355.0,303769.0,746075.0,563896.0,405852.0,155216.0,750973.0,843580.0,616085.0,0.755667891825
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_176000,176000.0,0.8022351868,0.724382419,0.8511028472,0.8312202943,0.6947674419,0.8058730708,0.8099112232,0.7009837133,0.8886413595,0.860578639,1.009599195,0.6817526306,0.6979803189,0.6958769926,0.8450275712,0.8815974566,0.8347969798,0.8403638218,0.9218789155,0.8811267101,0.7136977002,0.8173576072,0.6893611108,0.705229607,0.7555526373,0.8219068385,0.8138516294,0.6480646611,0.8412524274,0.876631641,0.6838917227,0.795793502,0.905410058,0.8837124763,0.7084005365,0.9173663917,0.7145548995,0.6915049137,0.7211355648,0.5447910855,0.7032882354,0.7315812643,0.7062358229,0.8345466465,0.8590662108,0.8740174267,0.9127486686,0.7566566343,0.716353851,0.8450549537,0.798064612,0.7139330867,0.8755484629,0.9525611898,0.7605180257,0.7258479509,0.7328100145,0.7369001842,0.9029501624,1.007680469,0.7856837469,0.7848809084,0.88117615,0.7359029588,0.7285367671,0.9798949973,0.6772767501,0.8695500838,0.8556804114,0.6370678463,0.4693855022,0.4396050427,0.5193592583,0.4933960994,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,176000.0,734208.0,3736308.0,2844554.0,1468148.0,6638390.0,5878370.0,554064.0,1409242.0,720070.0,1808855.0,509386.0,279514.0,1090042.0,1012072.0,1107325.0,383291.0,801070.0,404337.0,1394035.0,1081739.0,759446.0,688693.0,398570.0,445479.0,640289.0,422227.0,1190689.0,1124157.0,428651.0,138567.0,203357.0,914340.0,1300710.0,814543.0,789311.0,397430.0,548517.0,1572114.0,914735.0,4032945.0,60553.0,381270.0,515023.0,1461421.0,822842.0,213902.0,225640.0,1132335.0,258412.0,399146.0,543670.0,1734111.0,860072.0,476798.0,615319.0,419054.0,801223.0,809618.0,303967.0,746511.0,564200.0,405946.0,155349.0,751953.0,844637.0,616811.0,0.75606252605
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_174000,174000.0,0.80286729,0.7246979752,0.8515881528,0.8323157419,0.6968010008,0.8061564835,0.8101552312,0.7010200004,0.8892718589,0.8611491501,1.010559479,0.6820143516,0.6983205512,0.696195529,0.8454008268,0.8825152813,0.8352342741,0.8407598939,0.9230327991,0.8820623401,0.7141182194,0.8181439614,0.6895678151,0.7054877755,0.7557506171,0.822510714,0.8143906986,0.6515415356,0.8422325696,0.8773707715,0.6842041781,0.7961191372,0.9057522395,0.8837443639,0.7086583178,0.9186125026,0.7154844125,0.69191156,0.7213639715,0.5454641409,0.7036267264,0.7318874638,0.7069322265,0.8350213492,0.859335764,0.8749068719,0.913700366,0.7569186179,0.7165523444,0.8465008968,0.7984678178,0.7142615753,0.8777948317,0.9540718431,0.7607656239,0.7260450976,0.7332786328,0.7373669308,0.9042958145,1.008837109,0.7858641783,0.785130056,0.8825705307,0.7361168752,0.728871207,0.9817657353,0.6790467928,0.8709284993,0.857166592,0.637811492,0.4695484487,0.4398321755,0.5193900503,0.4935039035,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,174000.0,736357.0,3737622.0,2845411.0,1468224.0,6643100.0,5882267.0,554591.0,1409783.0,720421.0,1809683.0,509611.0,279805.0,1090613.0,1012549.0,1108711.0,383698.0,801542.0,404726.0,1394453.0,1082135.0,759645.0,689199.0,398834.0,447869.0,641035.0,422583.0,1191233.0,1124617.0,428813.0,138572.0,203431.0,915582.0,1302402.0,815022.0,789561.0,397921.0,548781.0,1572772.0,915637.0,4035239.0,60572.0,381658.0,515560.0,1461927.0,823070.0,214268.0,225754.0,1132856.0,259075.0,399779.0,543847.0,1734582.0,860622.0,477100.0,616236.0,419535.0,801407.0,809875.0,304448.0,746728.0,564459.0,406721.0,155755.0,753145.0,846104.0,617531.0,0.7564205196
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_172000,172000.0,0.803492397,0.7250419496,0.8521311376,0.8333041038,0.6968189801,0.8065175435,0.810444795,0.7010324144,0.8900687512,0.8618025221,1.011656426,0.6822233413,0.6985822684,0.6965836972,0.8458968421,0.8829063819,0.8356439981,0.8412464731,0.9240551433,0.8830393493,0.7144344997,0.8185866647,0.6898808385,0.7057739774,0.7559804328,0.8232064837,0.8166756171,0.6517015591,0.8447775235,0.8778732142,0.6846217424,0.7965431707,0.907017466,0.8837698739,0.7094351454,0.9199178089,0.7164199685,0.6922163324,0.7216170461,0.5461481627,0.7041434381,0.732226703,0.7075985195,0.8354617012,0.8596053173,0.8760989118,0.915041958,0.757194063,0.7167708612,0.8466944793,0.7986871052,0.7146190667,0.8794347147,0.9563294704,0.7610258118,0.7263129828,0.7337225422,0.7378970437,0.9051586754,1.009621026,0.7861269806,0.785353998,0.883582254,0.7364688022,0.7291746564,0.9845802909,0.67969203,0.8721623662,0.8583883602,0.6390663941,0.4697131304,0.4400680436,0.5196476159,0.4937256778,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,172000.0,736376.0,3739296.0,2846428.0,1468250.0,6649053.0,5886730.0,555193.0,1410215.0,720691.0,1810692.0,509910.0,279929.0,1091148.0,1013135.0,1109939.0,384123.0,801897.0,404945.0,1395086.0,1082574.0,759876.0,689782.0,399953.0,447979.0,642972.0,422825.0,1191960.0,1125216.0,429412.0,138576.0,203654.0,916883.0,1304105.0,815381.0,789838.0,398420.0,549184.0,1573501.0,916500.0,4037367.0,60591.0,382178.0,516317.0,1462459.0,823321.0,214317.0,225816.0,1133423.0,259559.0,400725.0,544033.0,1735222.0,861143.0,477443.0,616824.0,419861.0,801675.0,810106.0,304797.0,747085.0,564694.0,407887.0,155903.0,754212.0,847310.0,618746.0,0.7568142466000001
